Order_Amount,QR_Order_System,Weekday,Visit_Time,Rainfall
1190.1655797661313,1,1,0.0,6.32521269756235
1021.9466780956768,0,2,1.0,7.973755416779056
1218.297246149241,0,4,2.0,5.158933132345621
1233.1576299534547,1,2,1.0,8.975610298240754
936.0638747605718,0,0,0.0,3.0243135329880086
1175.1963493418637,0,5,0.0,9.361014537488382
1179.7517024871872,0,3,2.0,2.1244274595979107
1269.5746407997462,1,2,1.0,1.6091260456705547
1137.8256380549726,0,2,0.0,2.831837097664336
1130.4337093483884,0,5,0.0,2.9123025445459314
1218.1125496987142,1,0,1.0,4.725743595231277
1393.907216310353,1,5,0.0,1.103988009779886
1159.5701857650602,1,1,0.0,8.9341536313929
872.0618694000273,0,0,0.0,9.57362237504526
1028.913316939407,0,2,0.0,1.2855314932380757
1291.9024446898773,1,2,0.0,6.365468471218627
1163.6429492126972,0,3,2.0,6.338868135486379
1009.7056923477556,0,2,0.0,2.889024368075439
1100.6204988001166,0,3,0.0,8.991310489324595
1037.9698766591187,0,2,1.0,6.54737351176129
1294.1445912142324,1,1,1.0,2.5389446812662095
1121.2207111278215,0,2,2.0,5.9169093346207084
1521.0161504855596,1,6,2.0,2.9603577831705143
1145.7101257126822,0,3,0.0,1.5791709577508861
1351.43199185193,0,6,1.0,3.4758007451934594
1379.3355898057143,1,3,0.0,5.382250897323848
1092.7325787322093,0,3,1.0,6.486666974247981
1225.5862304727302,1,2,2.0,8.340639567373561
1200.484957205601,0,6,0.0,6.720643314509516
1395.5079988759696,1,3,0.0,2.9891074174217236
1147.1290390875365,0,4,2.0,3.321961538784992
1144.4765983544642,1,1,1.0,5.55364599429886
1071.3035446603271,0,2,2.0,8.433095605811065
1289.0440790376529,1,3,0.0,5.231865946538012
1460.2315061685274,1,6,1.0,7.608409833401382
1245.1098501525464,1,1,0.0,5.7042725128517215
1261.6565952118224,1,2,2.0,6.447649562586447
1150.8226258105642,1,1,1.0,8.563641372839937
1155.504587413722,0,4,0.0,4.390144952107425
981.4765046216213,0,2,1.0,6.975427704268443
1194.7930496340905,0,6,1.0,8.339466128566704
1268.0167847175562,1,3,1.0,6.484889106074686
1059.6949582485722,1,0,1.0,0.6234963787276748
1079.2845064428361,0,3,2.0,4.859446118871366
1315.1182346591117,1,2,0.0,5.95511526674044
1115.0365250609343,0,3,0.0,2.8962544550334512
908.5456440295899,0,0,0.0,6.080852571045226
905.5396652972192,0,0,2.0,9.039977072222133
1460.9906588612932,1,6,0.0,6.043505129608881
1057.9473778732684,0,0,1.0,0.1893143755229143
1257.6750665789114,0,6,0.0,5.167739902212998
1100.0372791116022,0,3,1.0,2.864316486643702
1332.6620431874185,0,6,1.0,5.369431133102385
1242.2285865519088,1,2,1.0,7.272363190698621
1313.263516699219,1,3,2.0,1.2064484893821892
1074.3551944938977,0,0,0.0,0.34531051546674574
1391.9663284688108,1,4,2.0,9.965211322088773
958.2579164114643,0,0,1.0,1.757950126365111
1385.4288160540682,1,5,0.0,8.671601964037542
1212.475510420791,0,6,2.0,2.7164790957412
952.5231496984333,0,0,2.0,5.745091154406076
1397.6568435553393,1,5,1.0,3.3861445607092913
1256.5088328431182,1,2,1.0,1.896627206162682
1372.318098390412,1,3,1.0,4.695726832607562
1226.425466818373,0,6,0.0,7.893935395341228
1273.991695231819,1,2,2.0,7.702845749988684
1308.665842661962,1,3,1.0,7.223073951840558
1378.370345173572,1,5,2.0,8.873024554005871
1104.7160570098097,1,0,1.0,2.4417008252984838
970.2908080574565,0,0,2.0,3.824046229117304
984.5623118884404,0,0,1.0,1.9422590555327668
1402.2084369020251,1,3,2.0,3.256639700107604
1077.2341535906128,1,0,0.0,2.263678021284278
1234.944880696223,1,2,0.0,0.39634312234069546
1230.771455566788,1,2,0.0,9.283858871596147
921.6796187422499,0,0,1.0,7.737547399431659
1134.5709096026085,0,4,1.0,3.078674582632223
1090.5097382446413,0,3,2.0,6.464343348112401
1162.646440707833,0,4,2.0,0.025180795310356663
1386.8664970393902,1,5,0.0,7.624942789149298
1457.1427130068362,1,6,1.0,5.303867169256904
1144.072769067593,1,0,1.0,1.2926163274790958
1386.0438485863049,1,4,1.0,3.867681131665359
1369.1241311804147,1,3,1.0,1.0883774056743656
1420.5110935818732,1,5,0.0,5.4250668437742755
1117.7265111207216,0,3,1.0,2.8116435037694987
1238.089005568004,1,4,1.0,6.842242816899442
1142.1046856704656,0,6,0.0,9.2731517237408
1142.4833094451246,0,5,0.0,0.4191773778995056
1022.3910743906296,0,1,2.0,3.338897825083622
1147.2739883606366,0,5,0.0,4.68654501056216
1341.2253498705254,1,3,2.0,7.246816217188705
992.3773409000449,0,0,0.0,1.8175559004318442
1196.9116461541391,1,0,0.0,2.1039142839148264
969.177208013035,0,0,1.0,1.493126924830085
1254.724406027705,0,5,1.0,1.8807638584999664
1385.949840267039,1,5,0.0,2.7457419931704896
1467.9766083813756,1,6,1.0,9.928094576959282
1002.9653844987247,0,1,2.0,0.41458462386970596
1234.7854239021449,1,0,0.0,2.6801344701690253
1159.4270523394623,0,4,2.0,4.213626043573369
1038.782903085384,0,1,0.0,9.341617795569245
1318.4464046875535,0,6,0.0,2.7216685167357
1393.68465130097,1,5,0.0,3.4732626731647454
1249.4102733897153,0,5,0.0,5.096383456445289
1366.1296410523316,1,3,0.0,0.6663241575883883
1022.8788508942049,0,1,1.0,0.900912503016501
951.1497007960007,0,0,2.0,1.8575987682124417
897.0078718069724,0,0,0.0,2.618679187105916
1333.8377987116494,1,4,1.0,5.185932745634236
1019.1179404584423,0,3,0.0,5.351671351664827
1249.4741257240016,1,3,0.0,7.630126282525016
1255.218061409893,1,1,2.0,4.5040548285438735
1581.5308179413146,1,6,0.0,7.045177774994526
1169.4007378836566,0,5,2.0,7.075829294241699
1171.0919679062997,0,5,0.0,9.62037892084954
1195.886161500777,1,0,1.0,3.300270007006537
991.0615882525989,0,0,0.0,3.596631408135429
1188.4144605220574,1,1,1.0,6.957238506267487
1049.7925206254881,0,2,1.0,3.732638234539958
1162.8187758696502,1,0,1.0,8.285765278650391
1486.665065778018,1,6,1.0,0.8975771310946379
1102.9905988568312,0,3,0.0,6.943334519736716
1521.318061085334,1,6,0.0,1.554741915793998
1163.7715008593377,0,5,1.0,5.505757610312401
1184.3196561840273,1,1,1.0,5.061831490800387
1268.0682155688967,1,1,2.0,6.778709607398059
1257.682679324367,0,6,0.0,5.614491300872179
1135.9416470765116,0,4,2.0,5.4220261910391105
1092.1116032466675,1,0,1.0,5.115345013223794
1185.8651133698372,0,5,2.0,7.786778443453564
1073.173874351678,0,0,2.0,2.686203739473234
1151.6791313238311,0,3,1.0,1.609421225764096
1115.085839856837,0,2,2.0,0.12608809483007688
1239.5340712545228,0,3,2.0,1.3187649701910775
1264.1656377591785,1,2,0.0,6.450742402708575
1240.7785498150151,0,4,1.0,7.210527217977908
1484.8998918300924,1,6,0.0,6.29586859838761
1258.1294348066742,1,3,0.0,0.6862088232059194
1204.1485030214737,0,6,1.0,7.726021706887035
1360.2089129277233,0,6,2.0,5.162329657218498
1376.8487164077344,1,5,1.0,2.400797699588375
1167.323785715866,0,5,1.0,5.865795185011541
1061.9265797295054,0,3,1.0,4.159239209310477
1117.0936581847486,1,0,1.0,6.973550817350496
1236.0233913336688,1,3,2.0,4.956892778003901
957.5306711750704,0,0,0.0,0.359803613507812
1238.64021412797,0,4,2.0,6.446266511067544
975.1791031609804,0,2,0.0,7.113867499045839
1447.946751214685,1,6,1.0,6.470659419655107
1326.1210156864638,1,3,2.0,9.14672887119667
1473.1226713647245,1,5,1.0,3.331120885811468
1335.0665545034985,1,5,1.0,2.28036436680744
1223.6076385189726,0,4,1.0,5.102807024473577
1162.4194944649664,1,0,2.0,8.068495450349038
1131.314979771563,1,2,1.0,6.867947074238428
1340.2911621238627,1,3,0.0,4.2475457654370805
1288.4669885612611,1,3,1.0,1.6757080320259043
1101.0785087761628,0,1,2.0,1.6907950113815418
1492.8812061850574,1,5,2.0,4.367525281270797
1032.5116525866226,0,3,1.0,8.973520068969304
1448.6117750001174,1,6,0.0,4.250902415643738
1328.1242970592916,1,4,1.0,9.348476348547615
1443.7398531979443,1,5,2.0,4.684823968620871
1456.27545796147,1,5,1.0,0.3671536842821599
1338.265442445918,1,3,1.0,2.6124282261606933
1093.2635682415057,0,3,2.0,0.11921533990790545
1164.7273268705824,1,1,2.0,1.9887603302700108
1017.3501772292888,0,1,2.0,4.6078236299358375
1044.43517488897,0,1,2.0,4.747668173095158
1001.5854737936494,0,3,0.0,9.907132163277423
1531.083879630841,1,6,1.0,1.3933249030286077
1383.489630708553,1,2,2.0,5.8679448864405455
1031.49076156998,0,2,2.0,1.1214838401368354
1358.537616871441,1,4,1.0,3.527657612606505
1117.1542348577136,0,3,0.0,6.574810277156469
1157.459631656009,1,1,2.0,5.69849684201638
1335.5270282573579,1,2,2.0,3.306078061077351
1275.1217807827766,1,3,0.0,6.71181703175332
1126.9229317352397,0,5,0.0,6.84220648962493
1212.7189975355525,0,5,2.0,2.155666517403457
1409.3310052669992,1,5,2.0,3.9428475795026143
986.5204783094141,0,1,2.0,4.047990537687227
1384.5700536187903,1,4,1.0,8.810519251485097
1241.3308161061818,1,2,2.0,6.504784332067498
1257.8096902105879,1,2,0.0,6.999418806814268
1092.5994642564415,0,0,0.0,1.741524783329671
1161.3913306926597,1,1,0.0,9.8732408953394
1418.212913656875,1,5,2.0,3.0923917836199024
1166.7916225262722,1,0,2.0,5.077565222829284
1202.14115419308,0,4,0.0,1.0937852943194981
1209.5996704905474,1,0,1.0,2.472071376650481
1187.6887856775961,0,3,2.0,1.6750228166250314
1227.709424782016,1,2,0.0,7.806303785045924
1213.981033609147,0,5,1.0,9.267076315762456
1409.2924661397733,1,6,0.0,6.773660541011067
1293.6008744079702,1,5,2.0,7.932746359707682
1604.7628157363433,1,6,1.0,1.642229347304477
904.0442952680504,0,0,1.0,4.399882819039773
1478.9489455859061,1,6,2.0,1.0301024656166147
1071.9356897443004,1,0,2.0,9.242720438911405
1224.718938340257,0,5,2.0,6.861850548138468
983.0944955845845,0,1,1.0,1.0100473035431312
940.0952188384733,0,1,0.0,7.37970477183074
1227.430864978248,1,0,0.0,3.0342320412813937
1252.4144218661017,1,3,0.0,9.203595719261404
1271.1149534820397,1,0,2.0,0.6364919417398607
1165.0038756952995,0,3,2.0,3.1134948229338146
1114.3331104385254,1,0,0.0,8.525462471536313
1225.8512983516325,0,4,2.0,1.033092813144344
1152.1360813421772,0,4,2.0,2.73823057338763
1185.7401613057805,1,0,0.0,1.7472362021288923
1228.6552112664858,1,1,0.0,8.92526604188317
1162.8990515243433,0,3,2.0,4.798637188810061
1027.2698572941567,0,4,1.0,8.56047987154754
1316.8090064832513,1,3,2.0,3.264434747245739
1179.174681938002,1,2,1.0,6.690497705169075
1496.382134242882,1,6,1.0,1.0063020777789755
1402.4313171825595,1,5,1.0,4.303789892125543
1234.797730960886,1,1,1.0,2.578309971530681
1160.7400031371085,1,1,1.0,2.7172021005464764
1234.8067300498797,1,2,2.0,1.1917353011010245
1229.4465978486467,1,1,0.0,3.883132381217176
1207.535628158827,0,5,1.0,1.725776487564702
1217.1919971753894,0,4,1.0,6.832101962306631
1387.9336873004158,1,5,1.0,5.173834591187152
1306.3797465241191,1,2,2.0,4.583359822600764
1340.0367704841922,1,5,0.0,8.74006020602745
1127.7809385163912,0,5,1.0,1.853021765188263
1107.260536936538,0,4,1.0,6.992056932157531
1433.3299485162268,1,4,2.0,1.8516107320213027
1372.5380891507148,1,5,1.0,6.285399319482829
1202.4331942511524,0,5,0.0,0.39073126244190126
1313.179548121549,1,2,0.0,0.34392643215921836
1321.2269353195204,1,3,1.0,4.1404082656971415
1426.001166605603,1,5,2.0,9.93196480276113
1178.7663346596105,0,3,0.0,1.474889539887223
1304.096081336978,0,6,2.0,7.532302773680012
1195.5394529284313,0,6,0.0,5.738633028639407
1049.4881480951838,0,1,0.0,2.8077646165097847
1462.9740198702168,1,6,1.0,7.68150042010702
1253.998103281701,1,2,0.0,2.953767162234069
1416.0263894723957,1,4,1.0,1.6873602366152407
1277.3724419363016,1,3,0.0,1.9411436939592785
1263.8920961003664,1,3,0.0,1.8835847185276267
1179.6894289749557,1,1,0.0,7.585616654697357
1021.9187192615365,0,1,1.0,5.2845297406522
1418.7044580754825,1,5,0.0,6.535648391688759
1203.1116352568872,0,6,0.0,8.943213776000874
1491.8158937673365,1,5,2.0,1.6823405002851965
1055.2138820029802,0,1,2.0,4.22352870295946
1128.5228814865688,1,1,0.0,6.80091018326995
1270.8287551085418,1,2,1.0,3.497843933212316
1025.3649467041737,0,0,2.0,6.616062698891287
1383.230004631028,1,3,1.0,3.5973202371583235
1184.1911480907165,1,1,0.0,1.7871207034846537
1370.6115289999077,1,4,2.0,5.340388210782075
1371.507344767239,1,3,1.0,0.15382961158205033
1053.9788122104785,0,1,1.0,3.850795314134634
985.8202066077982,0,1,2.0,6.853650152018621
1244.8803457981471,1,2,0.0,2.6439187484120854
934.7017052931941,0,0,0.0,7.261651945233083
1552.999801561548,1,6,2.0,4.930620329843162
983.9179660944267,0,0,1.0,2.877773195128798
1182.7604843778452,1,2,2.0,4.313578021096943
1188.5987732013186,0,4,2.0,0.6562119089377916
1208.8853124736806,0,6,2.0,4.81496629388746
867.5348386468252,0,0,0.0,4.096104505382804
1329.532599478816,1,4,0.0,4.611233980761316
1329.3054002694048,1,3,1.0,1.0210508388757178
1340.977021941342,1,3,2.0,0.2758549451034309
1041.1904413452387,0,0,2.0,1.31466743141754
1242.637242997206,1,0,2.0,3.102871503092005
1295.1842593025099,1,3,2.0,1.0802906975325366
1223.352893775565,0,5,0.0,7.673250750077457
1010.465081661031,0,3,0.0,8.634146058471611
1606.4936309933375,1,6,1.0,5.826591757581573
886.7377968691629,0,0,1.0,6.279308766730328
1068.149577843166,0,3,2.0,9.60036942631258
976.0714068097355,0,0,1.0,5.514175645616572
1470.4124786243383,1,5,2.0,8.68687712832234
1250.5701121226755,1,2,0.0,7.272942355147187
1012.2011398907817,0,1,0.0,5.542234960669729
942.0790221423036,0,0,0.0,5.114471724321042
1215.827078387501,0,4,1.0,0.298457831453397
1072.3863531086072,0,0,2.0,2.9751743089788496
1332.0577700643107,1,3,1.0,2.3719110328740536
1400.1731236404019,1,4,2.0,2.924870072983241
1089.432844342224,0,4,1.0,6.660491872753587
958.0199212246614,0,1,0.0,5.160519353187767
1152.7122329623912,1,0,1.0,4.044839913088932
1045.7710870487836,0,2,0.0,6.530426904287605
1649.2983189688896,1,6,2.0,1.7936640616209554
1290.285199156651,0,6,0.0,2.3648230841736915
1330.1417287575446,1,4,1.0,4.812817023581361
1217.040384055097,0,4,2.0,7.057708089449273
1110.4978488906233,0,2,1.0,1.0915069002145439
1340.9878263738724,1,4,1.0,8.460287084484163
1215.6312784511247,0,6,1.0,7.573215431277235
1307.3906175161537,1,3,0.0,6.422682805253668
1143.8071453135206,0,2,2.0,4.429316312591087
1197.6246367106125,1,3,1.0,8.14251083886502
1213.733212569422,1,0,0.0,3.8041929103300642
1451.3372638518242,1,5,1.0,1.984563521615128
1211.0761576148693,0,5,2.0,1.9762040928070779
1341.2444465376184,1,5,0.0,9.127387501585748
1160.7810091885115,1,0,1.0,5.934740726745616
1268.4267089119023,1,0,1.0,2.410203597605575
1345.0969064045937,1,5,0.0,2.321748462722464
1308.5752449128895,1,3,2.0,4.797500705620481
1359.0751044982544,1,4,2.0,5.599701908269336
1141.8164623445923,0,4,2.0,8.96615246873478
1444.125363636114,1,5,0.0,2.556614562284337
1052.3658625801686,0,2,0.0,6.601341276071033
1236.9927669851174,1,2,1.0,7.261252106686174
1371.1847459411133,1,4,0.0,8.820069893480325
1500.6890238661522,1,6,1.0,8.753046516581943
997.9360968482512,0,1,0.0,5.714599527123724
1269.1796800006596,1,3,2.0,3.264817299517715
1145.8680078378502,0,3,2.0,2.8928116231895142
1071.0305751274495,0,3,0.0,6.88036208046776
1006.7747446746805,0,1,0.0,7.977878748751158
1275.8799711379154,1,2,2.0,4.113078952347822
1437.9433594626776,1,5,2.0,7.241627361828015
1239.89027660073,1,2,0.0,0.9498674693978171
1225.4944187319231,0,3,2.0,1.2170419507408603
1506.8788202047922,1,6,0.0,4.160836984552391
1331.6584320132617,1,5,0.0,7.240473356903698
941.2149404765997,0,2,0.0,9.148878174159051
1309.5545744062956,1,3,0.0,6.723147258551748
1211.534356417849,0,4,0.0,1.794631569344326
1395.5276371748087,1,4,0.0,4.200792394583193
981.854708758368,0,2,1.0,2.732193935074647
1408.83278842135,1,5,0.0,0.6743859740029623
1204.4057734845073,1,1,0.0,8.257853543664396
1500.4346080427456,1,6,1.0,3.435304791170802
1009.4275572220112,0,2,2.0,5.176623252602374
1238.869845179328,0,5,0.0,5.766934870285358
912.5553212127022,0,0,0.0,9.207491232296633
1230.2245710443353,0,6,1.0,1.0030657529571696
1249.0002529801422,1,3,2.0,9.724194167267857
1152.8537732325472,1,0,0.0,4.460197618954106
1001.7624181146008,0,2,0.0,5.195283918267389
1038.745565711247,0,4,1.0,9.914661420715985
1296.3345911557924,1,3,2.0,1.757574901156842
1291.338158807706,1,2,2.0,7.352775220491812
1191.5863678135045,1,1,2.0,6.830595915683325
1097.5565486178964,0,2,2.0,2.241618918159719
1129.1366503780387,1,1,1.0,9.662585131095865
1144.9480654742617,0,4,1.0,0.3658281844877187
1374.132346003081,1,5,0.0,6.606022790238278
948.81684171873,0,1,0.0,8.735488764252516
1201.168410543763,0,6,1.0,4.003510498949922
1347.121617188698,0,6,2.0,4.432440907370711
1189.5009533080797,1,0,0.0,0.6574617626478729
1219.77012390249,0,5,0.0,2.632901971778155
1131.856664787858,1,0,2.0,7.166010566680652
1117.4938752925952,1,0,0.0,9.822995738180204
960.9119134216054,0,0,1.0,3.4502159308207436
1495.3480023409952,1,6,1.0,1.481301449114829
1110.2840182808745,1,0,0.0,0.9289512590872051
1193.8235550690579,1,1,1.0,1.8036963278847862
1297.1655405684685,1,0,0.0,1.1104028749538541
1079.3412182255374,0,3,0.0,8.298411579821746
1544.448794062351,1,6,1.0,3.834213689701457
1075.0543938625635,0,1,1.0,3.9793750549205487
1145.4824985009668,0,4,1.0,8.436573379225845
1124.9020210931283,1,1,0.0,7.420378783769976
1193.2120867151625,1,2,1.0,5.269423735605841
1429.6737930708882,1,4,2.0,4.999895479406639
928.4549633756018,0,0,0.0,6.965973063914407
958.4855555483897,0,0,0.0,5.873602689130706
1081.6974127558335,0,2,2.0,1.8849041439196457
1446.4712748585878,1,5,2.0,1.257692956366957
924.0139160717658,0,0,0.0,4.058400137162255
1220.4484353043201,0,4,2.0,4.940811894812208
1168.618567224199,0,4,1.0,0.8220491229772453
1182.5729327831623,0,4,1.0,5.356632324136038
1155.591217690455,1,1,0.0,9.677126390195507
1474.6293510742194,1,6,0.0,6.982015946074592
1485.189587263855,1,6,1.0,1.425702327285675
901.1843087365204,0,1,0.0,5.695783958376439
1052.8237681547957,0,4,1.0,8.044214253893696
1255.6088123888119,1,1,2.0,3.436606302655072
1493.8177446129546,1,5,2.0,4.289333855941685
1335.898682247874,1,1,2.0,0.022569427359308003
1208.7907619267053,1,3,0.0,8.695498190553291
1436.3268967075755,1,5,2.0,4.701831601927598
1343.328358067886,1,1,1.0,2.5354659187865747
1153.9384239869935,0,3,1.0,1.9760718288166823
1224.4842403867592,0,5,1.0,4.271842416495653
1117.094965327328,0,3,1.0,2.234479702373097
1261.825155956758,0,6,1.0,8.967787376807252
1276.1990207833735,0,6,2.0,2.2674030610673723
1230.4665816573386,1,1,1.0,4.024345195165932
1079.2464117766408,0,1,2.0,1.4078364752445816
943.3405675688908,0,1,1.0,1.188618823136739
1160.7425395643997,0,6,0.0,2.377312339584434
1053.1427476583158,0,0,2.0,0.029722793217653587
1142.4232634115451,1,3,0.0,5.9863384465983565
1024.2755138346686,0,0,2.0,2.2228189133995913
1454.6428366925306,1,4,2.0,4.314807594505634
1144.289335476197,1,1,0.0,8.086289124751575
1089.8830750605764,0,4,1.0,4.157819736322994
1114.9406873771868,0,5,1.0,7.651006633840752
878.2522453778288,0,0,1.0,7.1210842162820125
1298.6840587285917,1,3,1.0,8.616310728161684
1291.1723870675912,0,6,2.0,3.9656849045523934
1202.9999659567459,1,2,1.0,7.4273799392775155
1228.4517716535609,1,1,2.0,5.6313801371109875
1445.0594278983028,1,4,2.0,5.208522060404553
1299.0127579037962,0,4,2.0,2.6909183747485765
1142.011545632334,0,4,0.0,5.085126975667272
1219.2786509042076,1,0,0.0,0.5464693506836038
1023.641376678421,0,0,1.0,1.154555323654971
1193.406683081036,1,2,2.0,4.775184649841918
1424.5808659325546,1,5,1.0,2.9866057510510426
907.6569142441223,0,0,0.0,9.03334671635224
1461.694711300902,1,6,0.0,9.538177766955851
1236.4878777229546,1,3,0.0,8.78741853421478
1473.9599896101156,1,3,2.0,0.41289061973669217
1315.2119621041832,1,4,0.0,8.193406954357329
1250.061042500674,0,6,0.0,4.601936750843894
1122.7703255452852,0,1,1.0,0.4692421608794539
1398.1204094608702,1,4,1.0,1.1798986824934121
1216.95871546704,1,3,1.0,7.944706995803293
1370.7333981797353,1,3,1.0,4.839582570131471
1300.7102738388141,1,3,0.0,5.8996905643047075
1240.9916340409093,0,4,0.0,0.20343402807821875
1272.488196932517,1,2,2.0,0.3707909449768776
1282.037140359367,1,1,0.0,4.282850756947924
1022.2538582528273,0,2,1.0,5.048467497899453
1326.8418591317584,1,2,2.0,1.5891207477171276
1180.3415981331966,1,1,2.0,3.7158048118952767
1411.0284756360957,1,3,0.0,0.03612123586662075
1343.0828424938595,1,3,0.0,1.3334673011782094
1420.062149669508,1,4,2.0,0.24994235186936442
1175.5587563588172,0,4,2.0,8.802832162431615
1345.892338260453,1,2,2.0,0.6137930075346931
894.5429518764374,0,1,0.0,5.605671255312581
939.8805650809346,0,1,1.0,5.8519934895798915
987.3849768753964,0,0,2.0,0.04409700825049434
995.3684412275481,0,0,0.0,6.122656981285277
1114.739677545467,0,2,2.0,8.479429942376168
1269.1987724774208,1,4,0.0,5.771157521231269
